[60.0, ' State-gov', 194252.0, ' Masters', 14.0, ' Married-civ-spouse', ' Exec-managerial', ' Wife', ' White', ' Female', 3103.0, 0.0, 40.0, ' United-States', ' >50K']
[48.0, ' Private', 273435.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Craft-repair', ' Husband', ' White', ' Male', 0.0, 1579.0, 40.0, ' United-States', ' <=50K']
[57.0, ' Federal-gov', 370890.0, ' HS-grad', 9.0, ' Never-married', ' Adm-clerical', ' Not-in-family', ' White', ' Male', 0.0, 2258.0, 40.0, ' United-States', ' <=50K']
[24.0, ' Private', 403671.0, ' Some-college', 10.0, ' Never-married', ' Machine-op-inspct', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[20.0, ' Private', 171398.0, ' 10th', 6.0, ' Never-married', ' Sales', ' Not-in-family', ' Other', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[36.0, ' ?', 98776.0, ' Some-college', 10.0, ' Never-married', ' ?', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 30.0, ' United-States', ' <=50K']
[18.0, ' Private', 362600.0, ' 5th-6th', 3.0, ' Never-married', ' Handlers-cleaners', ' Own-child', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[55.0, ' Private', 184882.0, ' Assoc-voc', 11.0, ' Married-civ-spouse', ' Transport-moving', ' Husband', ' White', ' Male', 5178.0, 0.0, 50.0, ' United-States', ' >50K']
[53.0, ' Private', 22418.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Craft-repair', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[52.0, ' Local-gov', 100226.0, ' Bachelors', 13.0, ' Married-civ-spouse', ' Adm-clerical', ' Wife', ' White', ' Female', 0.0, 0.0, 40.0, ' United-States', ' >50K']
[41.0, ' Self-emp-not-inc', 157686.0, ' Some-college', 10.0, ' Married-civ-spouse', ' Exec-managerial', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' >50K']
[30.0, ' Private', 154568.0, ' Bachelors', 13.0, ' Married-civ-spouse', ' Craft-repair', ' Husband', ' Asian-Pac-Islander', ' Male', 0.0, 0.0, 36.0, ' Vietnam', ' >50K']
[21.0, ' Private', 117210.0, ' Some-college', 10.0, ' Never-married', ' Sales', ' Own-child', ' White', ' Male', 0.0, 0.0, 45.0, ' United-States', ' <=50K']
[49.0, ' Private', 195554.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Transport-moving', ' Husband', ' White', ' Male', 0.0, 0.0, 44.0, ' United-States', ' <=50K']
[71.0, ' Self-emp-not-inc', 163293.0, ' Prof-school', 15.0, ' Married-civ-spouse', ' Farming-fishing', ' Husband', ' White', ' Male', 0.0, 0.0, 2.0, ' United-States', ' <=50K']
[36.0, ' Self-emp-inc', 27408.0, ' Assoc-voc', 11.0, ' Married-civ-spouse', ' Sales', ' Husband', ' White', ' Male', 0.0, 0.0, 60.0, ' United-States', ' <=50K']
[25.0, ' Private', 190418.0, ' Some-college', 10.0, ' Never-married', ' Other-service', ' Own-child', ' White', ' Male', 0.0, 0.0, 30.0, ' Canada', ' <=50K']
[46.0, ' Private', 428350.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Other-service', ' Own-child', ' White', ' Female', 0.0, 0.0, 15.0, ' United-States', ' <=50K']
[33.0, ' Federal-gov', 319560.0, ' Assoc-voc', 11.0, ' Divorced', ' Craft-repair', ' Unmarried', ' Black', ' Female', 0.0, 0.0, 40.0, ' United-States', ' >50K']
[28.0, ' Private', 67386.0, ' HS-grad', 9.0, ' Never-married', ' Other-service', ' Unmarried', ' White', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[22.0, ' Private', 126945.0, ' Assoc-voc', 11.0, ' Married-civ-spouse', ' Tech-support', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[74.0, ' Private', 54732.0, ' Some-college', 10.0, ' Married-civ-spouse', ' Sales', ' Husband', ' White', ' Male', 0.0, 0.0, 20.0, ' United-States', ' >50K']
[32.0, ' Private', 328199.0, ' Assoc-voc', 11.0, ' Never-married', ' Tech-support', ' Not-in-family', ' White', ' Female', 0.0, 0.0, 64.0, ' United-States', ' <=50K']
[46.0, ' Private', 202560.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Exec-managerial', ' Wife', ' White', ' Female', 0.0, 0.0, 40.0, ' United-States', ' >50K']
[58.0, ' Private', 205896.0, ' HS-grad', 9.0, ' Divorced', ' Sales', ' Other-relative', ' White', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[43.0, ' Private', 182254.0, ' Some-college', 10.0, ' Divorced', ' Prof-specialty', ' Unmarried', ' White', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[32.0, ' Private', 137875.0, ' Some-college', 10.0, ' Divorced', ' Sales', ' Unmarried', ' White', ' Female', 0.0, 0.0, 30.0, ' United-States', ' <=50K']
[23.0, ' Private', 143062.0, ' HS-grad', 9.0, ' Never-married', ' Sales', ' Own-child', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[35.0, ' Private', 282951.0, ' Bachelors', 13.0, ' Married-civ-spouse', ' Exec-managerial', ' Husband', ' White', ' Male', 0.0, 0.0, 70.0, ' United-States', ' <=50K']
[24.0, ' Self-emp-not-inc', 117210.0, ' HS-grad', 9.0, ' Divorced', ' Craft-repair', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 50.0, ' United-States', ' <=50K']
[49.0, ' State-gov', 185800.0, ' Masters', 14.0, ' Divorced', ' Prof-specialty', ' Unmarried', ' Black', ' Female', 7430.0, 0.0, 40.0, ' United-States', ' >50K']
[48.0, ' ?', 185291.0, ' Bachelors', 13.0, ' Married-civ-spouse', ' ?', ' Husband', ' White', ' Male', 0.0, 0.0, 6.0, ' United-States', ' <=50K']
[44.0, ' Private', 344060.0, ' Bachelors', 13.0, ' Never-married', ' Other-service', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' >50K']
[41.0, ' Private', 350387.0, ' Bachelors', 13.0, ' Never-married', ' Prof-specialty', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' >50K']
[20.0, ' Private', 137895.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Sales', ' Husband', ' White', ' Male', 0.0, 0.0, 45.0, ' United-States', ' <=50K']
[29.0, ' Local-gov', 188278.0, ' Some-college', 10.0, ' Married-civ-spouse', ' Prof-specialty', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[36.0, ' Local-gov', 130620.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Adm-clerical', ' Wife', ' Asian-Pac-Islander', ' Female', 0.0, 0.0, 40.0, ' China', ' >50K']
[23.0, ' Private', 102729.0, ' Some-college', 10.0, ' Never-married', ' Sales', ' Own-child', ' White', ' Female', 0.0, 0.0, 15.0, ' United-States', ' <=50K']
[37.0, ' Federal-gov', 194630.0, ' Masters', 14.0, ' Never-married', ' Exec-managerial', ' Own-child', ' White', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[45.0, ' Self-emp-not-inc', 123088.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Craft-repair', ' Husband', ' White', ' Male', 0.0, 0.0, 50.0, ' United-States', ' <=50K']
[24.0, ' Private', 235894.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Craft-repair', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[32.0, ' Private', 282611.0, ' Bachelors', 13.0, ' Never-married', ' Exec-managerial', ' Not-in-family', ' White', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[45.0, ' Private', 172274.0, ' Doctorate', 16.0, ' Divorced', ' Prof-specialty', ' Unmarried', ' Black', ' Female', 0.0, 3004.0, 35.0, ' United-States', ' >50K']
[25.0, ' Private', 499233.0, ' HS-grad', 9.0, ' Divorced', ' Adm-clerical', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[43.0, ' Private', 105188.0, ' HS-grad', 9.0, ' Never-married', ' Other-service', ' Not-in-family', ' Black', ' Male', 0.0, 0.0, 40.0, ' Haiti', ' <=50K']
[35.0, ' Self-emp-not-inc', 168475.0, ' Some-college', 10.0, ' Married-civ-spouse', ' Craft-repair', ' Husband', ' White', ' Male', 0.0, 0.0, 60.0, ' United-States', ' >50K']
[28.0, ' Private', 183151.0, ' 11th', 7.0, ' Married-civ-spouse', ' Handlers-cleaners', ' Husband', ' White', ' Male', 7688.0, 0.0, 40.0, ' United-States', ' >50K']
[21.0, ' Private', 247779.0, ' 11th', 7.0, ' Never-married', ' Sales', ' Own-child', ' White', ' Female', 0.0, 0.0, 38.0, ' United-States', ' <=50K']
[18.0, ' Private', 27920.0, ' 11th', 7.0, ' Never-married', ' Exec-managerial', ' Own-child', ' White', ' Female', 0.0, 0.0, 25.0, ' United-States', ' <=50K']
[35.0, ' Private', 32220.0, ' Assoc-acdm', 12.0, ' Never-married', ' Exec-managerial', ' Not-in-family', ' White', ' Female', 0.0, 0.0, 60.0, ' United-States', ' <=50K']
[70.0, ' Private', 195739.0, ' 10th', 6.0, ' Widowed', ' Craft-repair', ' Unmarried', ' White', ' Male', 0.0, 0.0, 45.0, ' United-States', ' <=50K']
[44.0, ' Private', 116632.0, ' Masters', 14.0, ' Married-civ-spouse', ' Exec-managerial', ' Husband', ' White', ' Male', 0.0, 0.0, 50.0, ' United-States', ' >50K']
[18.0, ' Private', 225859.0, ' Some-college', 10.0, ' Never-married', ' Transport-moving', ' Own-child', ' White', ' Male', 2907.0, 0.0, 30.0, ' United-States', ' <=50K']
[18.0, ' Private', 157273.0, ' 10th', 6.0, ' Never-married', ' Other-service', ' Other-relative', ' Black', ' Male', 0.0, 0.0, 15.0, ' United-States', ' <=50K']
[38.0, ' Self-emp-not-inc', 122493.0, ' 10th', 6.0, ' Married-civ-spouse', ' Sales', ' Husband', ' White', ' Male', 0.0, 1887.0, 40.0, ' United-States', ' >50K']
[26.0, ' Private', 146343.0, ' Some-college', 10.0, ' Married-civ-spouse', ' Sales', ' Wife', ' Black', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[38.0, ' Private', 212245.0, ' Some-college', 10.0, ' Married-civ-spouse', ' Craft-repair', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[19.0, ' Private', 552354.0, ' 12th', 8.0, ' Never-married', ' Machine-op-inspct', ' Own-child', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[17.0, ' Private', 221403.0, ' 12th', 8.0, ' Never-married', ' Other-service', ' Own-child', ' Black', ' Male', 0.0, 0.0, 18.0, ' United-States', ' <=50K']
[46.0, ' Local-gov', 316205.0, ' Bachelors', 13.0, ' Married-civ-spouse', ' Exec-managerial', ' Husband', ' Black', ' Male', 0.0, 0.0, 40.0, ' United-States', ' >50K']
[27.0, ' Private', 278720.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Craft-repair', ' Husband', ' White', ' Male', 0.0, 0.0, 45.0, ' United-States', ' >50K']
[32.0, ' Private', 180603.0, ' Bachelors', 13.0, ' Married-civ-spouse', ' Sales', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' >50K']
[39.0, ' State-gov', 114055.0, ' Bachelors', 13.0, ' Never-married', ' Exec-managerial', ' Not-in-family', ' White', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[26.0, ' Private', 171114.0, ' Assoc-voc', 11.0, ' Separated', ' Adm-clerical', ' Unmarried', ' White', ' Female', 0.0, 0.0, 35.0, ' United-States', ' <=50K']
[32.0, ' Private', 86808.0, ' Some-college', 10.0, ' Never-married', ' Other-service', ' Own-child', ' White', ' Female', 0.0, 0.0, 38.0, ' United-States', ' <=50K']
[30.0, ' Private', 187560.0, ' Bachelors', 13.0, ' Never-married', ' Sales', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[32.0, ' Private', 177531.0, ' 10th', 6.0, ' Divorced', ' Other-service', ' Unmarried', ' Black', ' Female', 0.0, 0.0, 23.0, ' United-States', ' <=50K']
[22.0, ' Private', 140001.0, ' Bachelors', 13.0, ' Never-married', ' Adm-clerical', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[27.0, ' Private', 176683.0, ' HS-grad', 9.0, ' Never-married', ' Other-service', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 48.0, ' United-States', ' <=50K']
[39.0, ' Federal-gov', 189632.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Adm-clerical', ' Wife', ' White', ' Female', 0.0, 0.0, 40.0, ' United-States', ' >50K']
[24.0, ' Private', 121313.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Adm-clerical', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[33.0, ' Private', 303867.0, ' Some-college', 10.0, ' Married-civ-spouse', ' Exec-managerial', ' Husband', ' White', ' Male', 0.0, 0.0, 50.0, ' United-States', ' <=50K']
[39.0, ' Private', 65027.0, ' Some-college', 10.0, ' Married-civ-spouse', ' Transport-moving', ' Husband', ' White', ' Male', 0.0, 0.0, 43.0, ' United-States', ' <=50K']
[49.0, ' Private', 34377.0, ' 12th', 8.0, ' Married-civ-spouse', ' Craft-repair', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' >50K']
[25.0, ' Private', 135845.0, ' Some-college', 10.0, ' Never-married', ' Adm-clerical', ' Own-child', ' White', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[39.0, ' Private', 31670.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Farming-fishing', ' Husband', ' White', ' Male', 0.0, 0.0, 65.0, ' United-States', ' <=50K']
[43.0, ' Private', 238530.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Craft-repair', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[62.0, ' Local-gov', 114060.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Transport-moving', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[62.0, ' Private', 178745.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Craft-repair', ' Husband', ' White', ' Male', 0.0, 0.0, 45.0, ' United-States', ' >50K']
[69.0, ' Private', 88566.0, ' 9th', 5.0, ' Married-civ-spouse', ' Other-service', ' Husband', ' White', ' Male', 1424.0, 0.0, 35.0, ' United-States', ' <=50K']
[50.0, ' Private', 302372.0, ' Bachelors', 13.0, ' Married-civ-spouse', ' Prof-specialty', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[17.0, ' Private', 191910.0, ' 10th', 6.0, ' Never-married', ' Other-service', ' Own-child', ' White', ' Male', 0.0, 0.0, 25.0, ' United-States', ' <=50K']
[26.0, ' ?', 176077.0, ' Some-college', 10.0, ' Never-married', ' ?', ' Unmarried', ' White', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[34.0, ' Self-emp-not-inc', 168906.0, ' Some-college', 10.0, ' Divorced', ' Adm-clerical', ' Unmarried', ' White', ' Female', 0.0, 0.0, 50.0, ' United-States', ' <=50K']
[42.0, ' Self-emp-not-inc', 220647.0, ' Bachelors', 13.0, ' Married-civ-spouse', ' Farming-fishing', ' Husband', ' White', ' Male', 0.0, 0.0, 45.0, ' United-States', ' <=50K']
[46.0, ' Local-gov', 192323.0, ' Some-college', 10.0, ' Married-civ-spouse', ' Protective-serv', ' Husband', ' White', ' Male', 0.0, 0.0, 38.0, ' United-States', ' >50K']
[56.0, ' Private', 203580.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Adm-clerical', ' Husband', ' White', ' Male', 0.0, 0.0, 35.0, ' ?', ' <=50K']
[28.0, ' Private', 34335.0, ' HS-grad', 9.0, ' Divorced', ' Sales', ' Not-in-family', ' Amer-Indian-Eskimo', ' Male', 14084.0, 0.0, 40.0, ' United-States', ' >50K']
[51.0, ' Private', 467611.0, ' 9th', 5.0, ' Married-civ-spouse', ' Farming-fishing', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' Mexico', ' <=50K']
[20.0, ' Private', 315877.0, ' HS-grad', 9.0, ' Never-married', ' Other-service', ' Unmarried', ' White', ' Male', 0.0, 2001.0, 40.0, ' United-States', ' <=50K']
[22.0, ' Private', 83315.0, ' HS-grad', 9.0, ' Never-married', ' Adm-clerical', ' Unmarried', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[30.0, ' Private', 207668.0, ' Bachelors', 13.0, ' Never-married', ' Tech-support', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 60.0, ' Hungary', ' <=50K']
[47.0, ' Private', 194772.0, ' Assoc-voc', 11.0, ' Married-civ-spouse', ' Machine-op-inspct', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' >50K']
[18.0, ' Private', 212370.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Craft-repair', ' Husband', ' White', ' Male', 0.0, 0.0, 25.0, ' United-States', ' <=50K']
[61.0, ' Private', 195595.0, ' 7th-8th', 4.0, ' Married-spouse-absent', ' Machine-op-inspct', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 40.0, ' Guatemala', ' <=50K']
[26.0, ' Private', 318934.0, ' 10th', 6.0, ' Married-civ-spouse', ' Handlers-cleaners', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[22.0, ' ?', 354351.0, ' Some-college', 10.0, ' Never-married', ' ?', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[23.0, ' Private', 176178.0, ' HS-grad', 9.0, ' Never-married', ' Tech-support', ' Own-child', ' White', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[46.0, ' Self-emp-inc', 110457.0, ' Masters', 14.0, ' Married-civ-spouse', ' Exec-managerial', ' Husband', ' White', ' Male', 0.0, 0.0, 55.0, ' United-States', ' >50K']
[56.0, ' Private', 244554.0, ' 10th', 6.0, ' Widowed', ' Machine-op-inspct', ' Unmarried', ' Black', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[44.0, ' Private', 226129.0, ' Assoc-voc', 11.0, ' Married-civ-spouse', ' Prof-specialty', ' Husband', ' White', ' Male', 0.0, 0.0, 50.0, ' United-States', ' >50K']
[34.0, ' Private', 73585.0, ' Masters', 14.0, ' Married-civ-spouse', ' Prof-specialty', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' ?', ' <=50K']
[57.0, ' Self-emp-not-inc', 327901.0, ' 10th', 6.0, ' Married-civ-spouse', ' Craft-repair', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[17.0, ' Private', 93235.0, ' 12th', 8.0, ' Never-married', ' Other-service', ' Own-child', ' White', ' Female', 0.0, 1721.0, 25.0, ' United-States', ' <=50K']
[58.0, ' ?', 353244.0, ' Bachelors', 13.0, ' Widowed', ' ?', ' Unmarried', ' White', ' Female', 27828.0, 0.0, 50.0, ' United-States', ' >50K']
[36.0, ' Private', 257380.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Craft-repair', ' Husband', ' Black', ' Male', 0.0, 0.0, 35.0, ' United-States', ' <=50K']
[30.0, ' Private', 275232.0, ' Assoc-acdm', 12.0, ' Never-married', ' Prof-specialty', ' Unmarried', ' Black', ' Female', 0.0, 0.0, 36.0, ' United-States', ' <=50K']
[61.0, ' Private', 98350.0, ' Preschool', 1.0, ' Married-spouse-absent', ' Other-service', ' Not-in-family', ' Asian-Pac-Islander', ' Male', 0.0, 0.0, 40.0, ' China', ' <=50K']
[19.0, ' Private', 162094.0, ' HS-grad', 9.0, ' Never-married', ' Machine-op-inspct', ' Own-child', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[21.0, ' Private', 294789.0, ' Some-college', 10.0, ' Never-married', ' Other-service', ' Not-in-family', ' White', ' Female', 0.0, 0.0, 25.0, ' United-States', ' <=50K']
[58.0, ' Private', 215190.0, ' 11th', 7.0, ' Married-civ-spouse', ' Other-service', ' Husband', ' White', ' Male', 0.0, 0.0, 20.0, ' United-States', ' <=50K']
[38.0, ' Private', 33983.0, ' Some-college', 10.0, ' Married-civ-spouse', ' Transport-moving', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[27.0, ' Private', 109004.0, ' HS-grad', 9.0, ' Separated', ' Craft-repair', ' Unmarried', ' Black', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[66.0, ' Private', 236784.0, ' Bachelors', 13.0, ' Divorced', ' Prof-specialty', ' Unmarried', ' White', ' Female', 0.0, 0.0, 8.0, ' Cuba', ' <=50K']
[46.0, ' Local-gov', 148995.0, ' Bachelors', 13.0, ' Never-married', ' Prof-specialty', ' Own-child', ' White', ' Male', 4787.0, 0.0, 45.0, ' United-States', ' >50K']
[41.0, ' Private', 443508.0, ' Bachelors', 13.0, ' Married-civ-spouse', ' Transport-moving', ' Husband', ' White', ' Male', 0.0, 0.0, 48.0, ' Canada', ' >50K']
[66.0, ' Self-emp-not-inc', 140456.0, ' Bachelors', 13.0, ' Married-civ-spouse', ' Sales', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' >50K']
[51.0, ' Private', 163052.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Protective-serv', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' >50K']
[50.0, ' Private', 168212.0, ' Masters', 14.0, ' Married-civ-spouse', ' Craft-repair', ' Husband', ' White', ' Male', 0.0, 1902.0, 45.0, ' United-States', ' >50K']
[57.0, ' Self-emp-not-inc', 437281.0, ' Some-college', 10.0, ' Married-civ-spouse', ' Tech-support', ' Husband', ' White', ' Male', 0.0, 0.0, 38.0, ' United-States', ' >50K']
[35.0, ' Private', 224566.0, ' Some-college', 10.0, ' Never-married', ' Exec-managerial', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 60.0, ' United-States', ' <=50K']
[47.0, ' Private', 133969.0, ' Bachelors', 13.0, ' Married-civ-spouse', ' Exec-managerial', ' Husband', ' Asian-Pac-Islander', ' Male', 2885.0, 0.0, 65.0, ' Japan', ' <=50K']
[22.0, ' Private', 362589.0, ' Assoc-acdm', 12.0, ' Never-married', ' Sales', ' Not-in-family', ' White', ' Female', 0.0, 0.0, 15.0, ' United-States', ' <=50K']
[18.0, ' Private', 88642.0, ' Some-college', 10.0, ' Never-married', ' Sales', ' Own-child', ' White', ' Male', 0.0, 0.0, 15.0, ' United-States', ' <=50K']
[30.0, ' State-gov', 295612.0, ' HS-grad', 9.0, ' Separated', ' Adm-clerical', ' Not-in-family', ' White', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[21.0, ' Private', 265434.0, ' Some-college', 10.0, ' Never-married', ' Prof-specialty', ' Own-child', ' White', ' Female', 0.0, 0.0, 30.0, ' United-States', ' <=50K']
[34.0, ' Private', 200192.0, ' Some-college', 10.0, ' Never-married', ' Other-service', ' Not-in-family', ' White', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[43.0, ' Federal-gov', 25005.0, ' Masters', 14.0, ' Married-civ-spouse', ' Handlers-cleaners', ' Husband', ' White', ' Male', 5013.0, 0.0, 12.0, ' United-States', ' <=50K']
[62.0, ' Private', 24515.0, ' 9th', 5.0, ' Married-civ-spouse', ' Exec-managerial', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[60.0, ' State-gov', 136939.0, ' Some-college', 10.0, ' Married-civ-spouse', ' Transport-moving', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
